longitude,latitude
-96.8,32.7833333
-117.1563889,32.7152778
-92.9744444,43.6666667
-74.0063889,40.7141667
-120.1822222,39.3280556
-85.8,43.4197222
-120.7975,38.7297222
-104.9366667,40.0991667
-86.5263889,39.1652778
-94.4152778,39.0911111
-157.8583333,21.3069444
-118.2427778,34.0522222
-123.3158333,44.9194444
-75.1319444,39.7327778
-121.8938889,37.3394444
-121.6544444,36.6777778
-120.5897222,35.1186111
-119.7713889,36.7477778
-99.5072222,27.5061111
-80.0572222,26.6155556
-78.7380556,42.9638889
-82.7397222,28.1875
-93.1666667,44.8041667
-112.2622222,40.6808333
-112.2366667,33.5805556
-112.5830556,33.3702778
-111.7566667,32.8794444
-111.9086111,33.4147222
-88.0430556,30.6941667
-74.0425,40.8527778
-95.0927778,42.2711111
-86.7844444,36.1658333
-122.3138889,47.8211111
-118.1219444,34.0625
-91.6705556,47.0227778
-87.2169444,30.4211111
-87.0397222,30.6322222
-118.2391667,34.2241667
-97.8780556,36.3955556
-100.9594444,35.5361111
-75.4561111,43.2127778
-84.3663889,39.0297222
-123.1752778,45.2944444
-122.5691667,45.4077778
-122.3308333,47.6063889
-81.0280556,35.0241667
-87.7008333,30.2458333
-97.4972222,25.9013889
-122.03,37.9780556
-80.4744444,35.6708333
-73.2052778,41.1669444
-76.7697222,39.5122222
-117.3952778,33.9533333
-81.795,26.1416667
-95.9780556,31.2577778
-106.6505556,35.0844444
-118.2427778,34.0522222
-73.3297222,40.7616667
-75.8541667,37.9833333
-83.4702778,42.3713889
-112.1852778,33.5386111
-85.7594444,38.2541667
-80.0366667,26.7052778
-71.55,41.9666667
-86.8652778,39.5741667
-89.4011111,43.0730556
-118.3875,33.8491667
-73.7566667,42.6525
-80.0366667,26.7052778
-121.2247222,38.6786111
-92.9436111,44.8277778
-117.8644444,34.1361111
-116.8672222,33.0416667
-122.0180556,37.5958333
-88.3030556,37.8902778
-114.9811111,36.0397222
-113.0611111,37.6775
-93.6088889,41.6005556
-70.9347222,41.6361111
-73.2077778,41.3325
-78.3041667,33.9133333
-84.8433333,37.7622222
-71.8027778,42.2625
-74.4513889,40.6377778
-71.2347222,42.6105556
-84.9994444,41.6347222
-76.7002778,39.2544444
-75.8786111,41.2788889
-73.785,43.0830556
-76.0052778,41.2052778
-106.7777778,32.3122222
-121.9825,47.3525
-74.8291667,40.155
-112.0733333,33.4483333
-87.68,41.6572222
-83.9508333,43.4194444
-93.6055556,41.7297222
-80.1388889,26.8230556
-85.5872222,42.2916667
-95.235,38.9716667
-73.1113889,44.4905556
-84.4569444,39.1619444
-84.4569444,39.1619444
-81.795,26.1416667
-84.4569444,39.1619444
-84.6805556,38.9458333
-72.0066667,42.4736111
-83.8602778,33.5966667
-84.2866667,39.7463889
-76.0047222,43.0297222
-80.0944444,26.9338889
-80.6083333,28.0833333
-92.6333333,45.3561111
-88.0077778,41.88
-81.4025,40.8758333
-83.9463889,42.4566667
-82.5188889,37.4791667
-94.5783333,39.0997222
-80.65,38.7230556
-72.1738889,43.3652778
-146.7686111,61.9919444
-74.1722222,40.9166667
-90.2288889,39.7338889
-83.5552778,41.6638889
-95.9925,36.1538889
-86.7844444,36.1658333
-79.4008333,36.0688889
-88.8852778,30.3958333
-77.4105556,37.2438889
-76.4011111,41.5241667
-78.8786111,42.8863889
-122.6113889,48.5127778
-91.285,42.1083333
-123.2608333,44.5647222
-78.4791667,42.5680556
-89.4130556,38.8922222
-93.2636111,44.98
-71.0602778,42.3583333
-70.4772222,43.3616667
-122.4183333,37.775
-74.0063889,40.7141667
-94.2086111,36.3727778
-82.4586111,27.9472222
-74.0063889,40.7141667
-118.1436111,34.1477778
-97.0194444,37.9388889
-97.1327778,33.2147222
-97.5997222,31.6261111
-121.9697222,47.8555556
-87.3708333,39.7927778
-75.9783333,36.8527778
-86.5263889,39.1652778
-123.3405556,43.2166667
-116.7583333,36.9086111
-85.2327778,35.1405556
-81.9316667,41.2377778
-97.1327778,33.2147222
-80.5897222,40.4188889
-93.8986111,46.4736111
-74.6972222,40.7841667
-112.0469444,33.0580556
-81.3313889,40.9636111
-77.4422222,43.0986111
-82.3025,28.0611111
-117.9527778,33.7091667
-124.2627778,40.5763889
-76.9463889,35.9983333
-92.4002778,31.0944444
-86.8794444,40.9852778
-118.3141667,33.7922222
-76.8397222,39.2402778
-78.8786111,42.8863889
-122.8994444,47.0380556
-79.9961111,40.4405556
-74.5141667,40.3161111
-121.9875,37.5483333
-86.1305556,34.1469444
-77.8744444,40.2977778
-74.0780556,40.7280556
-86.0394444,43.5688889
-83.8305556,42.9572222
-71.5902778,42.5611111
-77.5361111,35.8966667
-124.0675,44.4269444
-118.6002778,34.2572222
-70.9102778,43.5341667
-82.2861111,27.9375
-86.0794444,43.4133333
-80.5497222,34.9852778
-80.77,41.7386111
-95.235,38.9716667
-121.7805556,42.225
-80.7211111,40.0638889
-80.0366667,26.7052778
-123.3405556,43.2166667
-72.3611111,43.1488889
-78.3013889,36.0988889
-113.6125,43.9147222
-84.1797222,37.99
-90.2288889,39.7338889
-73.6030556,41.5619444
-121.3272222,38.6172222
-68.6725,44.8830556
-119.9022222,48.0511111
-118.2913889,33.7358333
-79.2355556,42.0969444
-82.6016667,34.8297222
-118.2616667,33.78
-83.9705556,35.7563889
-92.2894444,34.7463889
-88.5186111,36.1325
-115.1363889,36.175
-85.2819444,34.7047222
-82.9038889,32.5402778
-93.2980556,37.2152778
-94.7402778,32.5005556
-111.9086111,33.4147222
-83.0680556,40.2986111
-108.5325,45.4297222
-96.8036111,36.3377778
-74.0063889,40.7141667
-72.6083333,42.1486111
-119.6972222,34.4208333
-93.3816667,38.2430556
-115.1363889,36.175
-76.4286111,40.4436111
-91.53,41.6611111
-122.6694444,45.4208333
-122.6694444,45.4208333
-82.6380556,38.4783333
-78.2,40.4619444
-87.7844444,41.5733333
-73.5105556,40.6836111
-97.7427778,30.2669444
-70.8741667,43.1977778
-95.3630556,29.7630556
-83.2705556,39.2275
-74.0063889,40.7141667
-122.0311111,37.3230556
-109.7069444,32.8338889
-95.4891667,30.1577778
-94.88,47.4736111
-96.6386111,32.9125
-74.6108333,42.4811111
-80.8433333,35.2269444
-88.0197222,44.5191667
-82.4561111,34.6422222
-70.2833333,41.6527778
-87.875,41.1416667
-123.2972222,43.4222222
-79.8727778,36.6913889
-80.1758333,33.0183333
-81.95,28.0391667
-111.8336111,41.7355556
-122.675,45.5236111
-122.9755556,45.2113889
-122.7,47.0566667
-106.6638889,35.2333333
-107.5975,37.2255556
-122.4183333,37.775
-88.2811111,42.0372222
-117.2644444,32.9594444
-117.2733333,32.8472222
-71.4552778,42.9955556
-95.0380556,40.7419444
-90.3244444,40.3513889
-89.7030556,44.7930556
-98.4933333,29.4238889
-87.9288889,41.8327778
-122.675,45.5236111
-82.1077778,41.3683333
-74.0063889,40.7141667
-97.4391667,35.2225
-115.1363889,36.175
-80.1938889,25.7738889
-94.4152778,39.0911111
-122.7619444,47.3444444
-85.4191667,41.7991667
-120.0597222,36.9613889
-121.2897222,37.9577778
-111.8405556,33.3061111
-122.2747222,37.5202778
-120.8333333,44.3
-77.0555556,39.0397222
-81.7066667,30.1658333
-104.8208333,38.8338889
-94.8722222,40.3461111
-88.8138889,35.6144444
-76.3944444,42.9047222
-122.3308333,47.6063889
-94.5783333,39.0997222
-84.7647222,44.3147222
-70.1408333,44.1897222
-76.1055556,42.8922222
-122.4508333,48.9466667
-73.7566667,42.6525
-77.0683333,36.7161111
-122.2697222,37.8044444
-122.3413889,48.9202778
-122.7591667,48.1172222
-122.0969444,47.9130556
-122.2391667,47.2033333
-104.6086111,38.2544444
-122.3308333,47.6063889
-122.3308333,47.6063889
-122.3308333,47.6063889
-122.2336111,47.3811111
-122.3138889,47.8211111
-122.6872222,46.8883333
-89.6383333,42.6011111
-73.9977778,41.9269444
-77.2719444,39.1730556
-110.6966667,35.0241667
-116.7069444,47.9480556
-107.8508333,35.1472222
-122.7569444,48.0319444
-81.3794444,28.5380556
-74.0063889,40.7141667
-74.0063889,40.7141667
-122.0852778,37.6941667
-122.3761111,47.8108333
-111.9383333,40.5219444
-74.0063889,40.7141667
-70.4433333,43.5008333
-122.1202778,47.6741667
-118.1883333,33.7669444
-83.7530556,42.6566667
-117.1563889,32.7152778
-122.1994444,47.6105556
-104.9297222,37.9236111
-95.7080556,36.4469444
-72.8619444,42.0666667
-82.9461111,39.6005556
-124.1625,40.8022222
-115.1363889,36.175
-106.6505556,35.0844444
-77.4605556,37.5536111
-110.9258333,32.2216667
-85.1330556,43.25
-92.4399,39.1269
-87.7438889,41.6027778
-87.7438889,41.6027778
-87.8538889,41.6302778
-87.7844444,41.5733333
-87.8538889,41.6302778
-87.8538889,41.6302778
-87.7175,41.6252778
-87.7438889,41.6027778
-87.7438889,41.6027778
-87.7844444,41.5733333
-87.7844444,41.5733333
-87.7844444,41.5733333
-87.7844444,41.5733333
-87.7844444,41.5733333
-87.7438889,41.6027778
-87.7016667,41.7205556
-87.7386111,41.6688889
-87.7525,41.6611111
-81.4847222,41.1338889
-87.9027778,41.8777778
-87.9858333,41.4225
-87.7438889,41.6027778
-87.7438889,41.6027778
-87.7438889,41.6027778
-87.6813889,41.6316667
-82.8302778,38.5730556
-80.4777778,25.4683333
-106.6505556,35.0844444
-80.0572222,26.6155556
-112.0733333,33.4483333
-118.2427778,34.0522222
-80.0366667,26.7052778
-93.5527778,45.1888889
-97.9222222,30.6647222
-121.8938889,37.3394444
-122.2844444,38.2972222
-82.7394444,39.4733333
-97.5161111,35.4675
-85.2644444,45.07
-87.7844444,41.5733333
-85.7994444,41.9025
-106.6638889,35.2333333
-96.9486111,32.8138889
-118.1044444,34.0094444
-74.0063889,40.7141667
-79.8627778,32.7938889
-88.2038889,41.6269444
-91.9827778,39.1886111
-94.2327778,43.07
-117.8105556,48.7838889
-76.6158333,39.5786111
-115.1363889,36.175
-97.7427778,30.2669444
-121.8875,47.5675
-122.5597222,45.6666667
-117.1786111,46.7313889
-122.3308333,47.6063889
-78.7441667,42.7675
-122.3308333,47.6063889
-121.2869444,38.7522222
-105.9372222,35.6869444
-110.6966667,35.0241667
-105.0997222,37.3791667
-105.7694444,35.5830556
-108.2797222,32.77
-109.4958333,35.4194444
-105.27,40.015
-105.2166667,38.4
-104.9841667,39.7391667
-106.0013889,39.2247222
-105.7952778,39.0216667
-106.725,39.9161111
-104.7222222,38.35
-105.9372222,35.6869444
-105.5725,36.4072222
-104.9716667,38.8966667
-105.27,40.015
-105.1777778,38.7466667
-104.4386111,36.9033333
-104.4386111,36.9033333
-104.9591667,39.4369444
-106.0613889,39.6375
-104.8722222,39.0916667
-104.7222222,38.35
-108.2180556,36.7280556
-106.8652778,33.9177778
-117.0855556,33.1191667
-118.2427778,34.0522222
-84.1916667,39.7588889
-80.8433333,35.2269444
-89.6541667,39.1752778
-82.5197222,40.0680556
-77.7741667,34.9236111
-158.0072222,21.3155556
-82.2386111,35.2080556
-99.9469444,31.7380556
-73.3297222,40.7616667
-81.2733333,28.8002778
-121.9347222,37.7022222
-92.4419444,35.0886111
-84.5525,41.4747222
-73.5519444,40.6627778
-82.4452778,38.4191667
-79.1425,37.4136111
-94.4475,36.6080556
-96.8,32.7833333
-86.2861111,33.5861111
-71.4166667,41.7
-96.1780556,33.5772222
-116.7863889,33.9175
-105.8716667,42.8613889
-122.1758333,48.0519444
-94.9025,29.3836111
-77.9158333,35.7211111
-112.0333333,43.4666667
-120.6602778,47.5963889
-122.2158333,47.4830556
-85.8927778,33.8225
-122.8219444,47.0344444
-85.1355556,41.3494444
-97.1077778,32.7355556
-122.0352778,37.3688889
-82.5619444,36.5483333
-84.915,33.1730556
-71.3830556,41.8786111
-83.4822222,42.3086111
-95.2372222,35.2525
-90.0488889,35.1494444
-71.4133333,41.8238889
-82.8244444,39.0305556
-88.2091667,34.5097222
-82.0625,29.055
-73.2641667,41.1411111
-80.0730556,26.4611111
-82.6644444,28.4319444
-89.5041667,43.0972222
-77.5894444,38.2008333
-96.8480556,32.3863889
-96.8,32.7833333
-78.3588889,38.9886111
-78.8786111,35.0525
-81.8419444,41.2380556
-122.1238889,48.1988889
-117.5655556,33.8752778
-85.2427778,34.8241667
-97.6308333,26.1322222
-98.9908333,31.7091667
-90.3216667,32.3413889
-119.4191667,36.3511111
-91.8502778,38.4858333
-77.945,34.2255556
-84.4569444,39.1619444
-88.0341667,42.1102778
-123.0591667,41.7830556
-117.3497222,33.1580556
-94.5783333,39.0997222
-94.5783333,39.0997222
-122.8516667,46.8569444
-90.4530556,31.2436111
-84.0177778,33.6675
-80.4777778,25.4683333
-95.7605556,29.5819444
-104.8208333,38.8338889
-112.3325,33.6305556
-82.5308333,27.3361111
-119.1941667,34.1477778
-87.9369444,41.8008333
-123.0855556,44.0522222
-117.4341667,34.0922222
-87.7827778,42.7261111
-84.9925,42.7622222
-121.9522222,36.9752778
-94.9522222,45.7375
-85.4975,40.8830556
-83.4755556,42.4805556
-104.8208333,38.8338889
-76.3486111,39.5358333
-119.0177778,35.3733333
-85.3863889,40.1933333
-79.9961111,40.4405556
-79.9961111,40.4405556
-105.27,40.015
-90.8227778,29.7955556
-77.4302778,43.2122222
-80.3375,26.0583333
-82.4586111,27.9472222
-84.1402778,34.2072222
-83.2175,36.5297222
-83.5541667,42.6916667
-92.3427778,42.4927778
-72.9377778,40.8841667
-89.3802778,43.3380556
-79.9961111,40.4405556
-79.9961111,40.4405556
-73.725,42.6919444
-86.8025,33.5205556
-96.1813889,38.4038889
-89.3855556,36.0344444
-109.1425,33.8480556
-74.2233333,39.7530556
-89.6111111,30.2463889
-89.6111111,30.2463889
-77.1194444,34.6875
-73.94,42.8141667
-84.8491667,36.8297222
-80.83,27.2436111
-104.6086111,38.2544444
-117.9983333,33.6602778
-90.2416667,29.9938889
-87.65,41.85
-71.6477778,43.4441667
-96.6666667,40.8
-111.8872222,40.6669444
-82.5541667,35.6008333
-82.5541667,35.6008333
-113.9930556,46.8722222
-123.1047222,44.6366667
-94.8772222,36.8744444
-78.2388889,39.9991667
-111.8983333,33.5091667
-110.1177778,31.3797222
-122.7591667,48.1172222
-112.0733333,33.4483333
-95.9925,36.1538889
-94.3622222,45.9763889
-98.9019444,32.7555556
-81.805,36.4744444
-81.9736111,38.9863889
-72.8227778,43.4155556
-111.7883333,33.3527778
-111.7883333,33.3527778
-95.9925,36.1538889
-112.5830556,33.3702778
-80.1938889,25.7738889
-80.1938889,25.7738889
-104.9841667,39.7391667
-112.0733333,33.4483333
-149.5677778,61.3213889
-122.155,37.725
-95.1116667,33.1672222
-122.4183333,37.775
-74.1008333,40.3041667
-112.4677778,34.54
-122.2158333,47.4830556
-116.4708333,47.5388889
-95.5552778,33.6608333
-80.0833333,26.3583333
-95.5552778,33.6608333
-73.7566667,42.6525
-121.8047222,38.005
-76.0936111,40.5983333
-118.1625,34.8641667
-86.25,41.6833333
-80.6480556,33.2055556
-96.8,32.7833333
-103.7994444,40.2502778
-122.4430556,47.2530556
-121.1233333,37.7416667
-77.1530556,39.0838889
-75.2330556,43.1008333
-122.0797222,37.6688889
-80.1938889,25.7738889
-82.2361111,27.0438889
-122.8261111,47.4508333
-121.2347222,38.7908333
-119.0177778,35.3733333
-93.7319444,32.5158333
-81.3386111,28.7027778
-85.1275,40.1877778
-86.0086111,40.0455556
-112.0733333,33.4483333
-111.8219444,33.4222222
-112.2366667,33.5805556
-97.6769444,30.6325
-121.8938889,37.3394444
-71.3375,41.8083333
-81.3658333,28.6608333
-83.2911111,42.6388889
-105.27,40.015
-111.9730556,41.2230556
-93.2280556,38.7044444
-74.0063889,40.7141667
-81.8586111,27.2155556
-75.2094444,40.1416667
-118.2427778,34.0522222
-88.4152778,44.2619444
-117.8222222,33.6694444
-117.8222222,33.6694444
-76.7280556,39.9625
-94.1183333,36.3319444
-74.8716667,41.22
-73.2108333,40.7297222
-79.8372222,40.6113889
-75.9272222,40.3355556
-106.6638889,35.2333333
-75.9311111,41.245
-84.5730556,37.8805556
-122.4430556,47.2530556
-96.615,33.1975
-86.0886111,35.4816667
-77.6141667,38.7955556
-115.1363889,36.175
-83.3863889,42.2813889
-70.8741667,43.1977778
-84.1469444,33.4472222
-120.5047222,46.6022222
-98.155,26.1888889
-96.1425,31.0747222
-95.6158333,30.0969444
-96.7,43.55
-121.9055556,37.4283333
-121.9055556,37.4283333
-97.1463889,31.5491667
-84.6305556,41.92
-77.0844444,38.8902778
-96.8,32.7833333
-87.9036111,30.6033333
-90.4113889,38.7669444
-71.0602778,42.3583333
-94.7288889,31.3380556
-82.6997222,27.8425
-92.3427778,42.4927778
-83.9208333,35.9605556
-97.1463889,31.5491667
-83.14,36.2716667
-78.4269444,33.8941667
-113.5833333,37.1041667
-79.9311111,32.7763889
-98.4933333,29.4238889
-108.5255556,47.9177778
-80.8077778,28.6119444
-87.65,41.85
-79.9961111,40.4405556
-80.4938889,40.9747222
-87.76,36.5805556
-87.3594444,36.5297222
-122.7083333,42.1947222
-80.1794444,39.8963889
-123.0338889,44.9430556
-112.0733333,33.4483333
-112.5830556,33.3702778
-112.1852778,33.5386111
-80.0572222,26.6155556
-80.0572222,26.6155556
-70.8486111,43.5405556
-72.4069444,41.4202778
-110.9258333,32.2216667
-78.7627778,39.6527778
-88.2313889,43.0116667
-84.4788889,39.1063889
-97.5161111,35.4675
-80.2416667,26.6583333
-84.7147222,44.6613889
-149.9002778,61.2180556
-81.4777778,38.1958333
-74.9222222,39.8911111
-75.3241667,39.8811111
-72.9872222,41.6022222
-97.7427778,30.2669444
-73.3816667,43.0280556
-81.8358333,41.3144444
-90.3958333,38.2205556
-76.2625,42.1033333
-152.4072222,57.79
-90.1977778,38.6272222
-83.4188889,42.7358333
-82.9988889,39.9611111
-80.0030556,40.2522222
-84.1052778,40.7425
-86.7758333,41.215
-76.5838889,36.7280556
-81.685,35.7452778
-84.5613889,39.3994444
-97.7427778,30.2669444
-84.3041667,39.5588889
-84.5613889,39.3994444
-84.2333333,39.5522222
-81.9227778,39.0875
-84.2866667,39.6427778
-89.5888889,40.6936111
-84.2333333,39.5522222
-106.8169444,39.1911111
-108.55,39.0638889
-83.1583333,40.0333333
-83.7575,34.9491667
-88.0077778,41.88
-82.6502778,34.5033333
-121.2247222,38.6786111
-84.4569444,39.1619444
-121.2247222,38.6786111
-98.325,26.2155556
-89.8972222,35.3413889
-90.0488889,35.1494444
-72.9497222,41.6716667
-77.5958333,36.4269444
-76.0630556,39.6977778
-90.4216667,37.7808333
-124.2005556,41.7561111
-74.0063889,40.7141667
-122.4430556,47.2530556
-119.8127778,39.5297222
-82.325,29.6513889
-123.83,46.1880556
-102.3672222,31.8455556
-118.5002778,34.1591667
-119.8127778,39.5297222
-121.4005556,36.8525
-105.9372222,35.6869444
-84.6266667,38.9988889
-79.9961111,40.4405556
-90.7052778,43.1344444
-84.5555556,42.7325
-73.8505556,40.7161111
-95.9925,36.1538889
-97.3447222,38.0466667
-97.3372222,37.6922222
-83.9208333,35.9605556
-85.7594444,38.2541667
-99.4933333,32.4058333
-95.9680556,36.0227778
-76.4147222,41.0780556
-101.8308333,35.2219444
-99.3938889,32.3938889
-99.4038889,35.4119444
-123.0855556,44.0522222
-80.1938889,25.7738889
-76.1011111,40.6547222
-122.675,45.5236111
-73.9213889,41.7002778
-112.3488889,33.4355556
-93.2636111,44.98
-121.2897222,37.9577778
-86.3755556,38.9277778
-86.6630556,30.4097222
-87.65,41.85
-122.2405556,37.7652778
-78.3397222,35.5083333
-83.1777778,32.1975
-123.4294444,48.1183333
-74.1808333,39.6427778
-80.1,26.3180556
-87.5558333,37.9747222
-107.5458333,40.5152778
-112.4447222,42.8713889
-121.2711111,38.4119444
-112.0733333,33.4483333
-75.9183333,42.0986111
-111.6577778,40.2338889
-104.9841667,39.7391667
-84.4577778,39.4808333
-85.8530556,41.2380556
-73.0519444,41.5580556
-95.3630556,29.7630556
-82.0133333,39.9402778
-81.4425,24.6652778
-94.7975,29.3011111
-72.9286111,41.3080556
-79.6738889,41.6269444
-123.9666667,45.4611111
-94.2394444,34.5861111
-114.46,42.5630556
-81.5616667,39.2666667
-80.2502778,32.7630556
-73.7827778,40.9113889
-92.0908333,34.2738889
-94.5402778,36.1880556
-80.0944444,26.9338889
-116.2025,43.6136111
-114.46,42.5630556
-96.49,36.1880556
-96.49,36.1880556
-111.8219444,33.4222222
-80.1938889,25.7738889
-86.3619444,32.4797222
-121.7669444,37.6819444
-93.1613889,44.4583333
-122.0797222,37.6688889
-94.1641667,33.1136111
-80.25,26.2125
-68.7619444,44.7966667
-120.4666667,34.7083333
-121.5269444,45.9975
-117.0222222,32.7677778
-75.1641667,39.9522222
-107.2380556,41.7911111
-94.1016667,30.0858333
-95.9375,41.2586111
-94.9683333,38.9791667
-88.6875,30.5402778
-95.8241667,29.7855556
-114.9811111,36.0397222
-77.3066667,38.8461111
-122.7083333,42.1947222
-118.2427778,34.0522222
-122.1758333,48.0519444
-80.8102778,35.5847222
-119.1361111,46.2113889
-122.3308333,47.6063889
